image_id,chip_id,flood_id,polarization,location,scene_start,feature_path,label_path
ayt09_vh,ayt09,ayt,vh,Nigeria,2018-09-21,training_data/train_features/ayt09_vh.tif,training_data/train_labels/ayt09.tif
ayt09_vv,ayt09,ayt,vv,Nigeria,2018-09-21,training_data/train_features/ayt09_vv.tif,training_data/train_labels/ayt09.tif
ayt10_vh,ayt10,ayt,vh,Nigeria,2018-09-21,training_data/train_features/ayt10_vh.tif,training_data/train_labels/ayt10.tif
ayt10_vv,ayt10,ayt,vv,Nigeria,2018-09-21,training_data/train_features/ayt10_vv.tif,training_data/train_labels/ayt10.tif
ayt11_vh,ayt11,ayt,vh,Nigeria,2018-09-21,training_data/train_features/ayt11_vh.tif,training_data/train_labels/ayt11.tif
ayt11_vv,ayt11,ayt,vv,Nigeria,2018-09-21,training_data/train_features/ayt11_vv.tif,training_data/train_labels/ayt11.tif
ayt12_vh,ayt12,ayt,vh,Nigeria,2018-09-21,training_data/train_features/ayt12_vh.tif,training_data/train_labels/ayt12.tif
ayt12_vv,ayt12,ayt,vv,Nigeria,2018-09-21,training_data/train_features/ayt12_vv.tif,training_data/train_labels/ayt12.tif
ayt13_vh,ayt13,ayt,vh,Nigeria,2018-09-21,training_data/train_features/ayt13_vh.tif,training_data/train_labels/ayt13.tif
ayt13_vv,ayt13,ayt,vv,Nigeria,2018-09-21,training_data/train_features/ayt13_vv.tif,training_data/train_labels/ayt13.tif
ayt14_vh,ayt14,ayt,vh,Nigeria,2018-09-21,training_data/train_features/ayt14_vh.tif,training_data/train_labels/ayt14.tif
ayt14_vv,ayt14,ayt,vv,Nigeria,2018-09-21,training_data/train_features/ayt14_vv.tif,training_data/train_labels/ayt14.tif
ayt15_vh,ayt15,ayt,vh,Nigeria,2018-09-21,training_data/train_features/ayt15_vh.tif,training_data/train_labels/ayt15.tif
ayt15_vv,ayt15,ayt,vv,Nigeria,2018-09-21,training_data/train_features/ayt15_vv.tif,training_data/train_labels/ayt15.tif
ayt16_vh,ayt16,ayt,vh,Nigeria,2018-09-21,training_data/train_features/ayt16_vh.tif,training_data/train_labels/ayt16.tif
ayt16_vv,ayt16,ayt,vv,Nigeria,2018-09-21,training_data/train_features/ayt16_vv.tif,training_data/train_labels/ayt16.tif
ayt17_vh,ayt17,ayt,vh,Nigeria,2018-09-21,training_data/train_features/ayt17_vh.tif,training_data/train_labels/ayt17.tif
ayt17_vv,ayt17,ayt,vv,Nigeria,2018-09-21,training_data/train_features/ayt17_vv.tif,training_data/train_labels/ayt17.tif
coz00_vh,coz00,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz00_vh.tif,training_data/train_labels/coz00.tif
coz00_vv,coz00,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz00_vv.tif,training_data/train_labels/coz00.tif
coz01_vh,coz01,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz01_vh.tif,training_data/train_labels/coz01.tif
coz01_vv,coz01,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz01_vv.tif,training_data/train_labels/coz01.tif
coz02_vh,coz02,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz02_vh.tif,training_data/train_labels/coz02.tif
coz02_vv,coz02,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz02_vv.tif,training_data/train_labels/coz02.tif
coz03_vh,coz03,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz03_vh.tif,training_data/train_labels/coz03.tif
coz03_vv,coz03,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz03_vv.tif,training_data/train_labels/coz03.tif
coz04_vh,coz04,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz04_vh.tif,training_data/train_labels/coz04.tif
coz04_vv,coz04,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz04_vv.tif,training_data/train_labels/coz04.tif
coz05_vh,coz05,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz05_vh.tif,training_data/train_labels/coz05.tif
coz05_vv,coz05,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz05_vv.tif,training_data/train_labels/coz05.tif
coz06_vh,coz06,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz06_vh.tif,training_data/train_labels/coz06.tif
coz06_vv,coz06,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz06_vv.tif,training_data/train_labels/coz06.tif
coz07_vh,coz07,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz07_vh.tif,training_data/train_labels/coz07.tif
coz07_vv,coz07,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz07_vv.tif,training_data/train_labels/coz07.tif
coz08_vh,coz08,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz08_vh.tif,training_data/train_labels/coz08.tif
coz08_vv,coz08,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz08_vv.tif,training_data/train_labels/coz08.tif
coz09_vh,coz09,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz09_vh.tif,training_data/train_labels/coz09.tif
coz09_vv,coz09,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz09_vv.tif,training_data/train_labels/coz09.tif
coz10_vh,coz10,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz10_vh.tif,training_data/train_labels/coz10.tif
coz10_vv,coz10,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz10_vv.tif,training_data/train_labels/coz10.tif
coz11_vh,coz11,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz11_vh.tif,training_data/train_labels/coz11.tif
coz11_vv,coz11,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz11_vv.tif,training_data/train_labels/coz11.tif
coz12_vh,coz12,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz12_vh.tif,training_data/train_labels/coz12.tif
coz12_vv,coz12,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz12_vv.tif,training_data/train_labels/coz12.tif
coz13_vh,coz13,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz13_vh.tif,training_data/train_labels/coz13.tif
coz13_vv,coz13,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz13_vv.tif,training_data/train_labels/coz13.tif
coz14_vh,coz14,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz14_vh.tif,training_data/train_labels/coz14.tif
coz14_vv,coz14,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz14_vv.tif,training_data/train_labels/coz14.tif
coz15_vh,coz15,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz15_vh.tif,training_data/train_labels/coz15.tif
coz15_vv,coz15,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz15_vv.tif,training_data/train_labels/coz15.tif
coz16_vh,coz16,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz16_vh.tif,training_data/train_labels/coz16.tif
coz16_vv,coz16,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz16_vv.tif,training_data/train_labels/coz16.tif
coz17_vh,coz17,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz17_vh.tif,training_data/train_labels/coz17.tif
coz17_vv,coz17,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz17_vv.tif,training_data/train_labels/coz17.tif
coz18_vh,coz18,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz18_vh.tif,training_data/train_labels/coz18.tif
coz18_vv,coz18,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz18_vv.tif,training_data/train_labels/coz18.tif
coz19_vh,coz19,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz19_vh.tif,training_data/train_labels/coz19.tif
coz19_vv,coz19,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz19_vv.tif,training_data/train_labels/coz19.tif
coz20_vh,coz20,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz20_vh.tif,training_data/train_labels/coz20.tif
coz20_vv,coz20,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz20_vv.tif,training_data/train_labels/coz20.tif
coz21_vh,coz21,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz21_vh.tif,training_data/train_labels/coz21.tif
coz21_vv,coz21,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz21_vv.tif,training_data/train_labels/coz21.tif
coz22_vh,coz22,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz22_vh.tif,training_data/train_labels/coz22.tif
coz22_vv,coz22,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz22_vv.tif,training_data/train_labels/coz22.tif
coz23_vh,coz23,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz23_vh.tif,training_data/train_labels/coz23.tif
coz23_vv,coz23,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz23_vv.tif,training_data/train_labels/coz23.tif
coz24_vh,coz24,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz24_vh.tif,training_data/train_labels/coz24.tif
coz24_vv,coz24,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz24_vv.tif,training_data/train_labels/coz24.tif
coz25_vh,coz25,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz25_vh.tif,training_data/train_labels/coz25.tif
coz25_vv,coz25,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz25_vv.tif,training_data/train_labels/coz25.tif
coz26_vh,coz26,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz26_vh.tif,training_data/train_labels/coz26.tif
coz26_vv,coz26,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz26_vv.tif,training_data/train_labels/coz26.tif
coz27_vh,coz27,coz,vh,Pakistan,2017-06-28,training_data/train_features/coz27_vh.tif,training_data/train_labels/coz27.tif
coz27_vv,coz27,coz,vv,Pakistan,2017-06-28,training_data/train_features/coz27_vv.tif,training_data/train_labels/coz27.tif
hbe00_vh,hbe00,hbe,vh,USA,2019-05-22,training_data/train_features/hbe00_vh.tif,training_data/train_labels/hbe00.tif
hbe00_vv,hbe00,hbe,vv,USA,2019-05-22,training_data/train_features/hbe00_vv.tif,training_data/train_labels/hbe00.tif
hbe01_vh,hbe01,hbe,vh,USA,2019-05-22,training_data/train_features/hbe01_vh.tif,training_data/train_labels/hbe01.tif
hbe01_vv,hbe01,hbe,vv,USA,2019-05-22,training_data/train_features/hbe01_vv.tif,training_data/train_labels/hbe01.tif
hbe02_vh,hbe02,hbe,vh,USA,2019-05-22,training_data/train_features/hbe02_vh.tif,training_data/train_labels/hbe02.tif
hbe02_vv,hbe02,hbe,vv,USA,2019-05-22,training_data/train_features/hbe02_vv.tif,training_data/train_labels/hbe02.tif
hbe03_vh,hbe03,hbe,vh,USA,2019-05-22,training_data/train_features/hbe03_vh.tif,training_data/train_labels/hbe03.tif
hbe03_vv,hbe03,hbe,vv,USA,2019-05-22,training_data/train_features/hbe03_vv.tif,training_data/train_labels/hbe03.tif
hbe04_vh,hbe04,hbe,vh,USA,2019-05-22,training_data/train_features/hbe04_vh.tif,training_data/train_labels/hbe04.tif
hbe04_vv,hbe04,hbe,vv,USA,2019-05-22,training_data/train_features/hbe04_vv.tif,training_data/train_labels/hbe04.tif
hbe05_vh,hbe05,hbe,vh,USA,2019-05-22,training_data/train_features/hbe05_vh.tif,training_data/train_labels/hbe05.tif
hbe05_vv,hbe05,hbe,vv,USA,2019-05-22,training_data/train_features/hbe05_vv.tif,training_data/train_labels/hbe05.tif
hbe06_vh,hbe06,hbe,vh,USA,2019-05-22,training_data/train_features/hbe06_vh.tif,training_data/train_labels/hbe06.tif
hbe06_vv,hbe06,hbe,vv,USA,2019-05-22,training_data/train_features/hbe06_vv.tif,training_data/train_labels/hbe06.tif
hbe07_vh,hbe07,hbe,vh,USA,2019-05-22,training_data/train_features/hbe07_vh.tif,training_data/train_labels/hbe07.tif
hbe07_vv,hbe07,hbe,vv,USA,2019-05-22,training_data/train_features/hbe07_vv.tif,training_data/train_labels/hbe07.tif
hbe08_vh,hbe08,hbe,vh,USA,2019-05-22,training_data/train_features/hbe08_vh.tif,training_data/train_labels/hbe08.tif
hbe08_vv,hbe08,hbe,vv,USA,2019-05-22,training_data/train_features/hbe08_vv.tif,training_data/train_labels/hbe08.tif
hbe09_vh,hbe09,hbe,vh,USA,2019-05-22,training_data/train_features/hbe09_vh.tif,training_data/train_labels/hbe09.tif
hbe09_vv,hbe09,hbe,vv,USA,2019-05-22,training_data/train_features/hbe09_vv.tif,training_data/train_labels/hbe09.tif
hbe10_vh,hbe10,hbe,vh,USA,2019-05-22,training_data/train_features/hbe10_vh.tif,training_data/train_labels/hbe10.tif
hbe10_vv,hbe10,hbe,vv,USA,2019-05-22,training_data/train_features/hbe10_vv.tif,training_data/train_labels/hbe10.tif
hbe11_vh,hbe11,hbe,vh,USA,2019-05-22,training_data/train_features/hbe11_vh.tif,training_data/train_labels/hbe11.tif
hbe11_vv,hbe11,hbe,vv,USA,2019-05-22,training_data/train_features/hbe11_vv.tif,training_data/train_labels/hbe11.tif
hbe12_vh,hbe12,hbe,vh,USA,2019-05-22,training_data/train_features/hbe12_vh.tif,training_data/train_labels/hbe12.tif
hbe12_vv,hbe12,hbe,vv,USA,2019-05-22,training_data/train_features/hbe12_vv.tif,training_data/train_labels/hbe12.tif
hbe13_vh,hbe13,hbe,vh,USA,2019-05-22,training_data/train_features/hbe13_vh.tif,training_data/train_labels/hbe13.tif
hbe13_vv,hbe13,hbe,vv,USA,2019-05-22,training_data/train_features/hbe13_vv.tif,training_data/train_labels/hbe13.tif
hbe14_vh,hbe14,hbe,vh,USA,2019-05-22,training_data/train_features/hbe14_vh.tif,training_data/train_labels/hbe14.tif
hbe14_vv,hbe14,hbe,vv,USA,2019-05-22,training_data/train_features/hbe14_vv.tif,training_data/train_labels/hbe14.tif
hbe15_vh,hbe15,hbe,vh,USA,2019-05-22,training_data/train_features/hbe15_vh.tif,training_data/train_labels/hbe15.tif
hbe15_vv,hbe15,hbe,vv,USA,2019-05-22,training_data/train_features/hbe15_vv.tif,training_data/train_labels/hbe15.tif
hbe16_vh,hbe16,hbe,vh,USA,2019-05-22,training_data/train_features/hbe16_vh.tif,training_data/train_labels/hbe16.tif
hbe16_vv,hbe16,hbe,vv,USA,2019-05-22,training_data/train_features/hbe16_vv.tif,training_data/train_labels/hbe16.tif
hbe17_vh,hbe17,hbe,vh,USA,2019-05-22,training_data/train_features/hbe17_vh.tif,training_data/train_labels/hbe17.tif
hbe17_vv,hbe17,hbe,vv,USA,2019-05-22,training_data/train_features/hbe17_vv.tif,training_data/train_labels/hbe17.tif
hbe18_vh,hbe18,hbe,vh,USA,2019-05-22,training_data/train_features/hbe18_vh.tif,training_data/train_labels/hbe18.tif
hbe18_vv,hbe18,hbe,vv,USA,2019-05-22,training_data/train_features/hbe18_vv.tif,training_data/train_labels/hbe18.tif
hbe19_vh,hbe19,hbe,vh,USA,2019-05-22,training_data/train_features/hbe19_vh.tif,training_data/train_labels/hbe19.tif
hbe19_vv,hbe19,hbe,vv,USA,2019-05-22,training_data/train_features/hbe19_vv.tif,training_data/train_labels/hbe19.tif
hbe20_vh,hbe20,hbe,vh,USA,2019-05-22,training_data/train_features/hbe20_vh.tif,training_data/train_labels/hbe20.tif
hbe20_vv,hbe20,hbe,vv,USA,2019-05-22,training_data/train_features/hbe20_vv.tif,training_data/train_labels/hbe20.tif
hbe21_vh,hbe21,hbe,vh,USA,2019-05-22,training_data/train_features/hbe21_vh.tif,training_data/train_labels/hbe21.tif
hbe21_vv,hbe21,hbe,vv,USA,2019-05-22,training_data/train_features/hbe21_vv.tif,training_data/train_labels/hbe21.tif
hbe22_vh,hbe22,hbe,vh,USA,2019-05-22,training_data/train_features/hbe22_vh.tif,training_data/train_labels/hbe22.tif
hbe22_vv,hbe22,hbe,vv,USA,2019-05-22,training_data/train_features/hbe22_vv.tif,training_data/train_labels/hbe22.tif
hbe23_vh,hbe23,hbe,vh,USA,2019-05-22,training_data/train_features/hbe23_vh.tif,training_data/train_labels/hbe23.tif
hbe23_vv,hbe23,hbe,vv,USA,2019-05-22,training_data/train_features/hbe23_vv.tif,training_data/train_labels/hbe23.tif
hbe24_vh,hbe24,hbe,vh,USA,2019-05-22,training_data/train_features/hbe24_vh.tif,training_data/train_labels/hbe24.tif
hbe24_vv,hbe24,hbe,vv,USA,2019-05-22,training_data/train_features/hbe24_vv.tif,training_data/train_labels/hbe24.tif
hbe25_vh,hbe25,hbe,vh,USA,2019-05-22,training_data/train_features/hbe25_vh.tif,training_data/train_labels/hbe25.tif
hbe25_vv,hbe25,hbe,vv,USA,2019-05-22,training_data/train_features/hbe25_vv.tif,training_data/train_labels/hbe25.tif
hbe26_vh,hbe26,hbe,vh,USA,2019-05-22,training_data/train_features/hbe26_vh.tif,training_data/train_labels/hbe26.tif
hbe26_vv,hbe26,hbe,vv,USA,2019-05-22,training_data/train_features/hbe26_vv.tif,training_data/train_labels/hbe26.tif
hbe27_vh,hbe27,hbe,vh,USA,2019-05-22,training_data/train_features/hbe27_vh.tif,training_data/train_labels/hbe27.tif
hbe27_vv,hbe27,hbe,vv,USA,2019-05-22,training_data/train_features/hbe27_vv.tif,training_data/train_labels/hbe27.tif
hbe28_vh,hbe28,hbe,vh,USA,2019-05-22,training_data/train_features/hbe28_vh.tif,training_data/train_labels/hbe28.tif
hbe28_vv,hbe28,hbe,vv,USA,2019-05-22,training_data/train_features/hbe28_vv.tif,training_data/train_labels/hbe28.tif
hbe29_vh,hbe29,hbe,vh,USA,2019-05-22,training_data/train_features/hbe29_vh.tif,training_data/train_labels/hbe29.tif
hbe29_vv,hbe29,hbe,vv,USA,2019-05-22,training_data/train_features/hbe29_vv.tif,training_data/train_labels/hbe29.tif
hbe30_vh,hbe30,hbe,vh,USA,2019-05-22,training_data/train_features/hbe30_vh.tif,training_data/train_labels/hbe30.tif
hbe30_vv,hbe30,hbe,vv,USA,2019-05-22,training_data/train_features/hbe30_vv.tif,training_data/train_labels/hbe30.tif
hbe31_vh,hbe31,hbe,vh,USA,2019-05-22,training_data/train_features/hbe31_vh.tif,training_data/train_labels/hbe31.tif
hbe31_vv,hbe31,hbe,vv,USA,2019-05-22,training_data/train_features/hbe31_vv.tif,training_data/train_labels/hbe31.tif
hbe32_vh,hbe32,hbe,vh,USA,2019-05-22,training_data/train_features/hbe32_vh.tif,training_data/train_labels/hbe32.tif
hbe32_vv,hbe32,hbe,vv,USA,2019-05-22,training_data/train_features/hbe32_vv.tif,training_data/train_labels/hbe32.tif
hbe33_vh,hbe33,hbe,vh,USA,2019-05-22,training_data/train_features/hbe33_vh.tif,training_data/train_labels/hbe33.tif
hbe33_vv,hbe33,hbe,vv,USA,2019-05-22,training_data/train_features/hbe33_vv.tif,training_data/train_labels/hbe33.tif
hbe34_vh,hbe34,hbe,vh,USA,2019-05-22,training_data/train_features/hbe34_vh.tif,training_data/train_labels/hbe34.tif
hbe34_vv,hbe34,hbe,vv,USA,2019-05-22,training_data/train_features/hbe34_vv.tif,training_data/train_labels/hbe34.tif
hbe35_vh,hbe35,hbe,vh,USA,2019-05-22,training_data/train_features/hbe35_vh.tif,training_data/train_labels/hbe35.tif
hbe35_vv,hbe35,hbe,vv,USA,2019-05-22,training_data/train_features/hbe35_vv.tif,training_data/train_labels/hbe35.tif
hbe36_vh,hbe36,hbe,vh,USA,2019-05-22,training_data/train_features/hbe36_vh.tif,training_data/train_labels/hbe36.tif
hbe36_vv,hbe36,hbe,vv,USA,2019-05-22,training_data/train_features/hbe36_vv.tif,training_data/train_labels/hbe36.tif
hbe37_vh,hbe37,hbe,vh,USA,2019-05-22,training_data/train_features/hbe37_vh.tif,training_data/train_labels/hbe37.tif
hbe37_vv,hbe37,hbe,vv,USA,2019-05-22,training_data/train_features/hbe37_vv.tif,training_data/train_labels/hbe37.tif
hbe38_vh,hbe38,hbe,vh,USA,2019-05-22,training_data/train_features/hbe38_vh.tif,training_data/train_labels/hbe38.tif
hbe38_vv,hbe38,hbe,vv,USA,2019-05-22,training_data/train_features/hbe38_vv.tif,training_data/train_labels/hbe38.tif
hbe39_vh,hbe39,hbe,vh,USA,2019-05-22,training_data/train_features/hbe39_vh.tif,training_data/train_labels/hbe39.tif
hbe39_vv,hbe39,hbe,vv,USA,2019-05-22,training_data/train_features/hbe39_vv.tif,training_data/train_labels/hbe39.tif
hbe40_vh,hbe40,hbe,vh,USA,2019-05-22,training_data/train_features/hbe40_vh.tif,training_data/train_labels/hbe40.tif
hbe40_vv,hbe40,hbe,vv,USA,2019-05-22,training_data/train_features/hbe40_vv.tif,training_data/train_labels/hbe40.tif
hbe41_vh,hbe41,hbe,vh,USA,2019-05-22,training_data/train_features/hbe41_vh.tif,training_data/train_labels/hbe41.tif
hbe41_vv,hbe41,hbe,vv,USA,2019-05-22,training_data/train_features/hbe41_vv.tif,training_data/train_labels/hbe41.tif
hbe42_vh,hbe42,hbe,vh,USA,2019-05-22,training_data/train_features/hbe42_vh.tif,training_data/train_labels/hbe42.tif
hbe42_vv,hbe42,hbe,vv,USA,2019-05-22,training_data/train_features/hbe42_vv.tif,training_data/train_labels/hbe42.tif
hbe43_vh,hbe43,hbe,vh,USA,2019-05-22,training_data/train_features/hbe43_vh.tif,training_data/train_labels/hbe43.tif
hbe43_vv,hbe43,hbe,vv,USA,2019-05-22,training_data/train_features/hbe43_vv.tif,training_data/train_labels/hbe43.tif
hbe44_vh,hbe44,hbe,vh,USA,2019-05-22,training_data/train_features/hbe44_vh.tif,training_data/train_labels/hbe44.tif
hbe44_vv,hbe44,hbe,vv,USA,2019-05-22,training_data/train_features/hbe44_vv.tif,training_data/train_labels/hbe44.tif
